time,open,high,low,close,Volume
2021/8/31 10:00,109.877,109.908,109.834,109.906,19273
2021/8/31 14:00,109.906,109.919,109.777,109.901,22922
2021/8/31 18:00,109.901,109.957,109.647,109.712,38129
2021/8/31 22:00,109.712,110.078,109.586,109.967,59715
2021/9/1 2:00,109.967,110.035,109.932,109.992,14875
2021/9/1 6:00,109.992,110.203,109.983,110.181,18055
2021/9/1 10:00,110.181,110.237,110.155,110.233,18531
2021/9/1 14:00,110.233,110.419,110.166,110.371,27016
2021/9/1 18:00,110.371,110.391,110.015,110.026,34783
2021/9/1 22:00,110.026,110.128,109.88,110.041,44730
2021/9/2 2:00,110.041,110.076,109.926,109.984,11636
2021/9/2 6:00,109.984,110.121,109.916,109.976,19104
2021/9/2 10:00,109.976,110.029,109.926,110.028,10934
2021/9/2 14:00,110.028,110.077,109.945,110.002,18652
2021/9/2 18:00,110.002,110.06,109.95,110.02,19632
2021/9/2 22:00,110.02,110.092,109.952,110.006,27194
2021/9/3 2:00,110.006,110.012,109.906,109.911,10252
2021/9/3 6:00,109.911,109.978,109.882,109.886,15330
2021/9/3 10:00,109.886,110.073,109.792,110.03,31022
2021/9/3 14:00,110.03,110.053,109.927,109.971,18618
2021/9/3 18:00,109.971,109.988,109.626,109.855,47270
2021/9/3 22:00,109.855,109.888,109.591,109.635,46612
2021/9/4 2:00,109.635,109.741,109.607,109.688,7986
2021/9/6 6:00,109.688,109.837,109.589,109.811,10612
2021/9/6 10:00,109.811,109.843,109.764,109.807,12041
2021/9/6 14:00,109.807,109.947,109.775,109.89,13127
2021/9/6 18:00,109.89,109.932,109.824,109.835,12279
2021/9/6 22:00,109.835,109.867,109.824,109.86,11411
2021/9/7 2:00,109.86,109.861,109.798,109.803,17338
2021/9/7 6:00,109.803,109.853,109.746,109.782,18044
2021/9/7 10:00,109.782,109.845,109.684,109.815,18185
2021/9/7 14:00,109.815,109.997,109.783,109.924,25635
2021/9/7 18:00,109.924,110.104,109.915,110.087,24702
2021/9/7 22:00,110.087,110.255,110.067,110.216,30892
2021/9/8 2:00,110.216,110.321,110.186,110.258,10467
2021/9/8 6:00,110.258,110.334,110.232,110.258,22012
2021/9/8 10:00,110.258,110.311,110.256,110.306,9827
2021/9/8 14:00,110.306,110.447,110.14,110.159,28532
2021/9/8 18:00,110.159,110.317,110.148,110.241,19389
2021/9/8 22:00,110.241,110.394,110.219,110.281,31590
2021/9/9 2:00,110.281,110.293,110.171,110.232,12805
2021/9/9 6:00,110.232,110.274,110.194,110.211,14680
2021/9/9 10:00,110.211,110.212,110.098,110.153,18722
2021/9/9 14:00,110.153,110.165,109.875,109.889,28463
2021/9/9 18:00,109.889,109.96,109.847,109.899,34901
2021/9/9 22:00,109.899,109.92,109.695,109.701,34963
2021/9/10 2:00,109.701,109.744,109.621,109.667,19779
2021/9/10 6:00,109.667,109.808,109.642,109.704,19816
2021/9/10 10:00,109.704,109.887,109.697,109.881,18849
2021/9/10 14:00,109.881,109.991,109.846,109.894,23192
2021/9/10 18:00,109.894,109.978,109.781,109.89,23254
2021/9/10 22:00,109.89,109.953,109.805,109.929,34687
2021/9/11 2:00,109.929,109.946,109.851,109.876,12654
2021/9/13 6:00,109.883,109.979,109.785,109.97,12830
2021/9/13 10:00,109.97,109.981,109.89,109.974,17308
2021/9/13 14:00,109.974,110.159,109.953,110.117,26783
2021/9/13 18:00,110.117,110.139,110.014,110.062,21641
2021/9/13 22:00,110.062,110.073,109.898,109.999,30766
2021/9/14 2:00,109.999,110.036,109.936,109.937,15349
2021/9/14 6:00,109.937,110.051,109.924,110.037,10966
2021/9/14 10:00,110.037,110.11,110.035,110.062,18092
2021/9/14 14:00,110.062,110.095,109.953,110.039,22027
2021/9/14 18:00,110.039,110.163,109.863,109.876,37027
2021/9/14 22:00,109.876,109.909,109.595,109.633,48052
2021/9/15 2:00,109.633,109.693,109.527,109.685,16382
2021/9/15 6:00,109.685,109.743,109.556,109.571,16881
2021/9/15 10:00,109.571,109.657,109.545,109.621,17557
2021/9/15 14:00,109.621,109.622,109.307,109.327,29642
2021/9/15 18:00,109.327,109.429,109.112,109.38,37120
2021/9/15 22:00,109.38,109.41,109.204,109.392,41824
2021/9/16 2:00,109.392,109.453,109.347,109.37,12628
2021/9/16 6:00,109.37,109.464,109.313,109.385,17631
2021/9/16 10:00,109.385,109.386,109.223,109.285,17019
2021/9/16 14:00,109.285,109.393,109.212,109.384,28130
2021/9/16 18:00,109.384,109.702,109.325,109.691,37407
2021/9/16 22:00,109.691,109.829,109.607,109.734,32245
2021/9/17 2:00,109.734,109.752,109.689,109.704,14460
2021/9/17 6:00,109.704,109.817,109.667,109.799,14855
2021/9/17 10:00,109.799,109.919,109.775,109.831,19970
2021/9/17 14:00,109.831,109.981,109.815,109.976,28876
