time,open,high,low,close,Volume
2019/11/19 19:00,108.774,108.836,108.651,108.692,24991
2019/11/19 23:00,108.692,108.74,108.451,108.501,43646
2019/11/20 3:00,108.501,108.565,108.467,108.539,20643
2019/11/20 7:00,108.539,108.583,108.356,108.448,43619
2019/11/20 11:00,108.448,108.535,108.411,108.523,22403
2019/11/20 15:00,108.523,108.571,108.347,108.426,38395
2019/11/20 19:00,108.426,108.58,108.377,108.532,30871
2019/11/20 23:00,108.532,108.74,108.437,108.535,49297
2019/11/21 3:00,108.535,108.65,108.411,108.602,48026
2019/11/21 7:00,108.602,108.605,108.277,108.315,44862
2019/11/21 11:00,108.315,108.603,108.307,108.577,44930
2019/11/21 15:00,108.577,108.673,108.456,108.529,40701
2019/11/21 19:00,108.529,108.697,108.524,108.553,43494
2019/11/21 23:00,108.553,108.668,108.502,108.609,49613
2019/11/22 3:00,108.609,108.673,108.576,108.617,22772
2019/11/22 7:00,108.617,108.708,108.558,108.684,35340
2019/11/22 11:00,108.684,108.69,108.612,108.618,18999
2019/11/22 15:00,108.618,108.7,108.531,108.541,44339
2019/11/22 19:00,108.541,108.619,108.476,108.599,31541
2019/11/22 23:00,108.599,108.732,108.561,108.675,41688
2019/11/23 3:00,108.675,108.675,108.588,108.627,16820
2019/11/25 7:00,108.671,108.802,108.63,108.766,30039
2019/11/25 11:00,108.766,108.862,108.733,108.862,16281
2019/11/25 15:00,108.862,108.896,108.816,108.856,24317
2019/11/25 19:00,108.856,108.955,108.834,108.902,21558
2019/11/25 23:00,108.902,108.973,108.815,108.964,27199
2019/11/26 3:00,108.964,108.979,108.907,108.914,15315
2019/11/26 7:00,108.914,109.207,108.893,109.082,36419
2019/11/26 11:00,109.082,109.084,108.932,108.966,25675
2019/11/26 15:00,108.966,108.985,108.874,108.956,26787
2019/11/26 19:00,108.956,108.997,108.919,108.962,24221
2019/11/26 23:00,108.962,109.141,108.922,109.075,32107
2019/11/27 3:00,109.075,109.128,109.017,109.039,14171
2019/11/27 7:00,109.039,109.152,109.007,109.127,23217
2019/11/27 11:00,109.127,109.174,109.093,109.156,14828
2019/11/27 15:00,109.156,109.198,109.14,109.168,19182
2019/11/27 19:00,109.168,109.255,109.107,109.228,24137
2019/11/27 23:00,109.228,109.428,109.207,109.425,33601
2019/11/28 3:00,109.425,109.608,109.424,109.524,21659
2019/11/28 7:00,109.524,109.557,109.332,109.441,33203
2019/11/28 11:00,109.441,109.486,109.412,109.426,10928
2019/11/28 15:00,109.426,109.486,109.374,109.425,19092
2019/11/28 19:00,109.425,109.514,109.424,109.507,15984
2019/11/28 23:00,109.507,109.546,109.507,109.515,8866
2019/11/29 3:00,109.515,109.532,109.491,109.513,25374
2019/11/29 7:00,109.513,109.602,109.451,109.473,27784
2019/11/29 11:00,109.473,109.503,109.454,109.477,14790
2019/11/29 15:00,109.477,109.581,109.468,109.562,21136
2019/11/29 19:00,109.562,109.669,109.54,109.639,22922
2019/11/29 23:00,109.639,109.645,109.404,109.404,33084
2019/11/30 3:00,109.404,109.503,109.398,109.488,25271
