time,open,high,low,close,Volume
2016/8/22 10:00,100.605,100.865,100.503,100.812,29437
2016/8/22 14:00,100.812,100.934,100.638,100.707,38135
2016/8/22 18:00,100.707,100.717,100.317,100.342,32603
2016/8/22 22:00,100.342,100.491,100.212,100.328,38975
2016/8/23 2:00,100.328,100.363,100.243,100.321,11058
2016/8/23 6:00,100.321,100.389,100.034,100.136,21723
2016/8/23 10:00,100.136,100.384,100.064,100.081,26246
2016/8/23 14:00,100.081,100.212,99.938,100.189,38944
2016/8/23 18:00,100.189,100.247,99.998,100.036,23337
2016/8/23 22:00,100.036,100.283,99.984,100.217,34807
2016/8/24 2:00,100.217,100.247,100.096,100.231,11329
2016/8/24 6:00,100.231,100.524,100.19,100.406,15735
2016/8/24 10:00,100.406,100.439,100.236,100.378,24513
2016/8/24 14:00,100.378,100.455,100.091,100.17,29351
2016/8/24 18:00,100.17,100.349,100.15,100.324,23181
2016/8/24 22:00,100.324,100.609,100.264,100.459,36608
2016/8/25 2:00,100.459,100.5,100.405,100.441,10387
2016/8/25 6:00,100.441,100.615,100.389,100.398,15401
2016/8/25 10:00,100.398,100.521,100.395,100.497,18078
2016/8/25 14:00,100.497,100.54,100.301,100.361,23196
2016/8/25 18:00,100.361,100.614,100.359,100.543,21012
2016/8/25 22:00,100.543,100.596,100.461,100.536,27805
2016/8/26 2:00,100.536,100.612,100.508,100.519,10573
2016/8/26 6:00,100.519,100.585,100.384,100.421,14028
2016/8/26 10:00,100.421,100.525,100.411,100.5,15365
2016/8/26 14:00,100.5,100.542,100.389,100.47,21824
2016/8/26 18:00,100.47,100.504,100.195,100.256,20031
2016/8/26 22:00,100.256,101.497,100.057,101.283,117401
2016/8/27 2:00,101.283,101.944,101.283,101.759,43691
2016/8/29 6:00,102.046,102.155,101.828,101.939,27358
2016/8/29 10:00,101.939,102.282,101.91,102.256,26017
2016/8/29 14:00,102.256,102.392,102.176,102.195,26583
2016/8/29 18:00,102.195,102.313,102.09,102.268,21259
2016/8/29 22:00,102.268,102.312,102.099,102.154,36271
2016/8/30 2:00,102.154,102.17,101.861,101.906,14338
2016/8/30 6:00,101.906,102.015,101.748,101.925,19561
2016/8/30 10:00,101.925,102.241,101.911,102.136,22374
2016/8/30 14:00,102.136,102.448,102.089,102.284,25628
2016/8/30 18:00,102.284,102.558,102.166,102.522,32167
2016/8/30 22:00,102.522,103.103,102.461,103.023,47977
2016/8/31 2:00,103.023,103.136,102.916,102.942,14844
2016/8/31 6:00,102.942,103.229,102.859,103.116,18548
2016/8/31 10:00,103.116,103.132,102.905,102.984,22659
2016/8/31 14:00,102.984,103.337,102.957,103.164,32567
2016/8/31 18:00,103.164,103.531,103.084,103.462,27830
2016/8/31 22:00,103.462,103.502,103.251,103.283,45465
2016/9/1 2:00,103.283,103.489,103.276,103.421,14326
2016/9/1 6:00,103.421,103.43,103.148,103.198,15086
2016/9/1 10:00,103.198,103.318,103.058,103.261,17682
2016/9/1 14:00,103.261,103.647,103.245,103.492,34224
2016/9/1 18:00,103.492,103.897,103.489,103.873,31072
2016/9/1 22:00,103.873,103.998,103.121,103.284,71856
2016/9/2 2:00,103.284,103.411,103.185,103.226,15553
2016/9/2 6:00,103.226,103.315,103.132,103.249,15463
2016/9/2 10:00,103.249,103.432,103.224,103.329,22169
2016/9/2 14:00,103.329,103.708,103.318,103.61,31275
2016/9/2 18:00,103.61,103.634,102.799,103.447,62587
2016/9/2 22:00,103.447,104.32,103.444,103.943,93515
2016/9/3 2:00,103.943,104.086,103.845,103.874,26227
2016/9/5 6:00,104.081,104.139,103.685,103.902,23245
2016/9/5 10:00,103.902,104.045,103.524,103.578,33884
2016/9/5 14:00,103.578,103.578,103.279,103.375,33411
2016/9/5 18:00,103.375,103.401,103.145,103.368,21735
2016/9/5 22:00,103.368,103.483,103.283,103.312,17191
2016/9/6 2:00,103.312,103.459,103.298,103.398,11408
2016/9/6 6:00,103.398,103.658,103.374,103.625,13305
2016/9/6 10:00,103.625,103.807,103.356,103.683,29363
2016/9/6 14:00,103.683,103.684,103.258,103.39,34057
2016/9/6 18:00,103.39,103.442,103.191,103.349,30263
2016/9/6 22:00,103.349,103.375,102.044,102.152,79498
2016/9/7 2:00,102.152,102.179,101.931,102.005,25247
2016/9/7 6:00,102.005,102.125,101.235,101.442,37993
2016/9/7 10:00,101.442,101.584,101.198,101.431,34652
2016/9/7 14:00,101.431,101.694,101.304,101.611,33546
2016/9/7 18:00,101.611,101.726,101.39,101.434,26470
2016/9/7 22:00,101.434,101.848,101.359,101.832,49119
2016/9/8 2:00,101.832,101.859,101.721,101.734,12837
2016/9/8 6:00,101.734,101.919,101.626,101.629,15348
2016/9/8 10:00,101.629,101.751,101.41,101.589,22504
2016/9/8 14:00,101.589,101.754,101.483,101.546,29201
2016/9/8 18:00,101.546,101.828,101.512,101.702,44285
2016/9/8 22:00,101.702,102.485,101.492,102.46,69160
2016/9/9 2:00,102.46,102.6,102.375,102.48,23112
2016/9/9 6:00,102.48,102.49,102.162,102.252,23599
2016/9/9 10:00,102.252,102.271,101.965,102.093,29750
2016/9/9 14:00,102.093,102.251,102.014,102.17,30193
2016/9/9 18:00,102.17,103.056,102.101,102.967,56190
2016/9/9 22:00,102.967,103.043,102.54,102.756,61870
2016/9/10 2:00,102.756,102.788,102.635,102.644,20913
2016/9/12 6:00,102.551,102.668,102.299,102.611,24906
2016/9/12 10:00,102.611,102.651,102.396,102.541,24036
2016/9/12 14:00,102.541,102.594,102.073,102.102,38778
2016/9/12 18:00,102.102,102.168,101.713,101.835,42242
2016/9/12 22:00,101.835,102.077,101.828,101.908,43620
2016/9/13 2:00,101.908,102.012,101.557,101.83,55547
2016/9/13 6:00,101.83,101.983,101.462,101.534,22224
2016/9/13 10:00,101.534,102.042,101.417,101.953,30705
2016/9/13 14:00,101.953,102.011,101.714,101.777,39794
2016/9/13 18:00,101.777,102.347,101.755,102.316,44038
2016/9/13 22:00,102.316,102.424,102.056,102.202,52808
2016/9/14 2:00,102.202,102.747,102.194,102.544,44558
2016/9/14 6:00,102.544,102.873,102.425,102.78,20571
2016/9/14 10:00,102.78,103.194,102.724,102.942,30539
2016/9/14 14:00,102.942,103.359,102.824,102.91,43503
2016/9/14 18:00,102.91,102.928,102.472,102.805,43922
2016/9/14 22:00,102.805,102.973,102.302,102.485,52227
2016/9/15 2:00,102.485,102.546,102.247,102.403,23618
2016/9/15 6:00,102.403,102.612,102.326,102.432,18941
2016/9/15 10:00,102.432,102.467,101.941,102.362,33396
2016/9/15 14:00,102.362,102.549,102.166,102.394,36101
2016/9/15 18:00,102.394,102.488,101.896,102.424,40319
2016/9/15 22:00,102.424,102.755,102.183,102.252,69774
2016/9/16 2:00,102.252,102.283,101.997,102.069,22882
2016/9/16 6:00,102.069,102.112,101.73,101.991,25097
2016/9/16 10:00,101.991,102.132,101.898,102.053,19169
2016/9/16 14:00,102.053,102.097,101.877,102.008,30161
2016/9/16 18:00,102.008,102.196,101.773,102.161,42744
2016/9/16 22:00,102.161,102.426,101.985,102.309,49644
2016/9/17 2:00,102.309,102.463,102.234,102.244,20362
2016/9/19 6:00,102.141,102.414,102.136,102.24,19702
2016/9/19 10:00,102.24,102.248,101.995,102.042,18921
2016/9/19 14:00,102.042,102.157,101.698,101.846,29320
2016/9/19 18:00,101.846,101.927,101.684,101.773,23346
2016/9/19 22:00,101.773,101.858,101.579,101.735,34453
2016/9/20 2:00,101.735,101.924,101.649,101.911,13465
2016/9/20 6:00,101.911,101.955,101.79,101.872,21586
2016/9/20 10:00,101.872,102.063,101.75,101.774,23677
2016/9/20 14:00,101.774,101.869,101.532,101.745,32745
2016/9/20 18:00,101.745,101.973,101.696,101.85,25298
2016/9/20 22:00,101.85,101.861,101.613,101.668,35961
2016/9/21 2:00,101.668,101.872,101.658,101.694,13211
2016/9/21 6:00,101.694,101.789,101.494,101.734,18570
2016/9/21 10:00,101.734,102.674,100.993,102.608,100767
2016/9/21 14:00,102.608,102.785,101.614,101.824,76551
2016/9/21 18:00,101.824,101.841,100.602,100.707,56852
2016/9/21 22:00,100.707,100.896,100.537,100.717,49928
2016/9/22 2:00,100.717,100.996,100.296,100.315,85560
2016/9/22 6:00,100.315,100.456,100.099,100.146,23721
2016/9/22 10:00,100.146,100.475,100.12,100.265,20569
2016/9/22 14:00,100.265,100.846,100.194,100.8,41665
2016/9/22 18:00,100.8,100.868,100.553,100.561,38347
2016/9/22 22:00,100.561,100.909,100.53,100.804,44225
2016/9/23 2:00,100.804,100.931,100.715,100.741,21206
2016/9/23 6:00,100.741,101.18,100.695,101.021,26647
2016/9/23 10:00,101.021,101.245,100.961,101.103,31880
2016/9/23 14:00,101.103,101.113,100.768,100.966,38095
2016/9/23 18:00,100.966,100.969,100.672,100.818,29423
2016/9/23 22:00,100.818,101.12,100.815,100.984,40709
2016/9/24 2:00,100.984,101.164,100.967,100.987,14871
2016/9/26 6:00,101.029,101.062,100.708,100.789,14991
2016/9/26 10:00,100.789,101.072,100.716,101.063,23844
2016/9/26 14:00,101.063,101.079,100.514,100.601,40197
2016/9/26 18:00,100.601,100.611,100.35,100.517,30867
2016/9/26 22:00,100.517,100.555,100.282,100.34,37610
2016/9/27 2:00,100.34,100.399,100.249,100.318,13462
2016/9/27 6:00,100.318,100.473,100.083,100.331,24152
2016/9/27 10:00,100.331,100.887,100.229,100.736,50074
2016/9/27 14:00,100.736,100.988,100.45,100.548,39904
2016/9/27 18:00,100.548,100.565,100.233,100.277,35805
2016/9/27 22:00,100.277,100.507,100.19,100.369,47454
2016/9/28 2:00,100.369,100.436,100.234,100.418,13490
2016/9/28 6:00,100.418,100.612,100.259,100.55,24918
2016/9/28 10:00,100.55,100.705,100.48,100.657,27048
2016/9/28 14:00,100.657,100.818,100.524,100.767,32529
2016/9/28 18:00,100.767,100.776,100.542,100.59,23364
2016/9/28 22:00,100.59,100.74,100.449,100.579,42036
2016/9/29 2:00,100.579,100.806,100.559,100.682,25083
2016/9/29 6:00,100.682,101.171,100.653,101.13,26589
2016/9/29 10:00,101.13,101.493,101.077,101.42,32622
2016/9/29 14:00,101.42,101.75,101.398,101.471,40239
2016/9/29 18:00,101.471,101.785,101.351,101.733,32174
2016/9/29 22:00,101.733,101.842,101.09,101.143,50574
2016/9/30 2:00,101.143,101.171,100.838,101.016,44684
2016/9/30 6:00,101.016,101.248,100.98,101.092,24321
2016/9/30 10:00,101.092,101.779,100.918,101.181,47474
2016/9/30 14:00,101.181,101.262,100.746,101.023,50824
2016/9/30 18:00,101.023,101.365,100.961,101.148,33551
2016/9/30 22:00,101.148,101.445,101.121,101.426,57824
2016/10/1 2:00,101.426,101.452,101.269,101.279,19433
2016/10/3 6:00,101.198,101.61,101.178,101.31,23386
2016/10/3 10:00,101.31,101.671,101.211,101.347,27219
2016/10/3 14:00,101.347,101.508,101.243,101.407,26465
2016/10/3 18:00,101.407,101.441,101.3,101.354,16718
2016/10/3 22:00,101.354,101.655,101.305,101.529,37709
