time,open,high,low,close,Volume,Volume MA
2010-01-13T19:00:00+09:00,91.423,91.444,91.129,91.236,9660,8978.6
2010-01-13T23:00:00+09:00,91.236,91.535,91.183,91.366,12857,9125.65
2010-01-14T03:00:00+09:00,91.366,91.562,91.272,91.362,6238,8827.05
2010-01-14T07:00:00+09:00,91.362,91.536,91.286,91.404,5399,8240.9
2010-01-14T11:00:00+09:00,91.404,91.795,91.355,91.791,5950,8330.75
2010-01-14T15:00:00+09:00,91.791,92.046,91.588,91.875,9766,8600.2
2010-01-14T19:00:00+09:00,91.875,91.971,91.129,91.213,11649,8997.4
2010-01-14T23:00:00+09:00,91.213,91.391,90.984,91.066,11975,9206.9
2010-01-15T03:00:00+09:00,91.066,91.262,90.838,91.193,5703,9169.25
2010-01-15T07:00:00+09:00,91.193,91.321,90.924,91.011,7242,8883.6
2010-01-15T11:00:00+09:00,91.011,91.231,90.951,91.17,5658,8935.75
2010-01-15T15:00:00+09:00,91.17,91.182,90.651,90.781,10938,9186.85
2010-01-15T19:00:00+09:00,90.781,91.156,90.601,91.091,13463,9454.2
2010-01-15T23:00:00+09:00,91.091,91.192,90.702,90.798,12118,9448.75
2010-01-16T03:00:00+09:00,90.798,90.956,90.775,90.809,3558,8963.55
2010-01-18T07:00:00+09:00,90.809,91.038,90.73,90.774,5476,8442.65
2010-01-18T11:00:00+09:00,90.774,91.062,90.722,91.043,5595,8435.1
2010-01-18T15:00:00+09:00,91.043,91.056,90.804,90.931,8255,8471.7
2010-01-18T19:00:00+09:00,90.931,90.939,90.623,90.713,6704,8502.55
2010-01-18T23:00:00+09:00,90.713,90.841,90.675,90.71,2924,8056.4
2010-01-19T03:00:00+09:00,90.71,90.792,90.674,90.774,1382,7642.5
2010-01-19T07:00:00+09:00,90.774,90.777,90.511,90.607,5959,7297.6
2010-01-19T11:00:00+09:00,90.607,90.666,90.35,90.473,6695,7320.45
2010-01-19T15:00:00+09:00,90.473,90.65,90.312,90.619,11942,7647.6
2010-01-19T19:00:00+09:00,90.619,91.037,90.551,90.912,12009,7950.55
2010-01-19T23:00:00+09:00,90.912,91.264,90.842,91.064,12389,8081.7
2010-01-20T03:00:00+09:00,91.064,91.172,91.051,91.118,3929,7695.7
2010-01-20T07:00:00+09:00,91.118,91.258,91.063,91.172,6113,7402.6
2010-01-20T11:00:00+09:00,91.172,91.362,91.073,91.211,7239,7479.4
2010-01-20T15:00:00+09:00,91.211,91.266,90.791,90.963,12052,7719.9
2010-01-20T19:00:00+09:00,90.963,91.037,90.816,90.952,11686,8021.3
2010-01-20T23:00:00+09:00,90.952,91.463,90.903,91.211,11385,8043.65
2010-01-21T03:00:00+09:00,91.211,91.284,91.153,91.218,3705,7555.75
2010-01-21T07:00:00+09:00,91.218,91.451,91.184,91.323,5311,7215.4
2010-01-21T11:00:00+09:00,91.323,91.668,91.301,91.602,7903,7432.65
2010-01-21T15:00:00+09:00,91.602,91.752,91.452,91.739,10190,7668.35
2010-01-21T19:00:00+09:00,91.739,91.873,91.56,91.743,10705,7923.85
2010-01-21T23:00:00+09:00,91.743,91.833,90.118,90.416,20578,8540
2010-01-22T03:00:00+09:00,90.416,90.511,90.147,90.427,8703,8639.95
2010-01-22T07:00:00+09:00,90.427,90.493,89.804,89.873,14373,9212.4
2010-01-22T11:00:00+09:00,89.873,90.071,89.785,89.959,7271,9506.85
2010-01-22T15:00:00+09:00,89.959,90.571,89.922,90.391,14739,9945.85
2010-01-22T19:00:00+09:00,90.391,90.425,89.918,90.112,13115,10266.85
2010-01-22T23:00:00+09:00,90.112,90.334,89.973,90.08,11523,10245.9
2010-01-23T03:00:00+09:00,90.08,90.13,89.82,89.86,0,9645.45
2010-01-25T07:00:00+09:00,90.031,90.253,89.816,90.054,7630,9407.5
2010-01-25T11:00:00+09:00,90.054,90.272,90.04,90.082,5260,9474.05
2010-01-25T15:00:00+09:00,90.082,90.34,89.993,90.243,9765,9656.65
2010-01-25T19:00:00+09:00,90.243,90.333,90.117,90.286,8392,9714.3
2010-01-25T23:00:00+09:00,90.286,90.314,89.955,90.232,12325,9727.95
2010-01-26T03:00:00+09:00,90.232,90.316,90.183,90.266,3804,9333.85
2010-01-26T07:00:00+09:00,90.266,90.554,90.184,90.475,6341,9081.65
2010-01-26T11:00:00+09:00,90.475,90.487,89.556,89.773,13506,9571.7
2010-01-26T15:00:00+09:00,89.773,90.425,89.383,89.553,18837,10248
2010-01-26T19:00:00+09:00,89.553,89.756,89.402,89.616,10242,10364.95
2010-01-26T23:00:00+09:00,89.616,89.772,89.342,89.662,14309,10570.9
2010-01-27T03:00:00+09:00,89.662,89.732,89.584,89.629,4600,10265.65
2010-01-27T07:00:00+09:00,89.629,89.727,89.372,89.602,7288,9601.15
2010-01-27T11:00:00+09:00,89.602,89.626,89.135,89.221,9631,9647.55
2010-01-27T15:00:00+09:00,89.221,89.483,89.162,89.383,12228,9540.3
2010-01-27T19:00:00+09:00,89.383,89.662,89.342,89.466,10860,9719.75
2010-01-27T23:00:00+09:00,89.466,89.477,89.215,89.453,13785,9672.05
2010-01-28T03:00:00+09:00,89.453,90.086,89.381,89.994,10205,9526.55
2010-01-28T07:00:00+09:00,89.994,90.349,89.874,90.311,7549,9327.85
2010-01-28T11:00:00+09:00,90.311,90.391,90.189,90.272,7014,9678.55
2010-01-28T15:00:00+09:00,90.272,90.551,90.147,90.363,12792,9936.65
2010-01-28T19:00:00+09:00,90.363,90.452,89.941,90.016,12339,10290.6
2010-01-28T23:00:00+09:00,90.016,90.236,89.631,89.728,16370,10620.85
2010-01-29T03:00:00+09:00,89.728,89.961,89.717,89.897,6238,10513.15
2010-01-29T07:00:00+09:00,89.897,90.042,89.585,89.95,9014,10347.6
2010-01-29T11:00:00+09:00,89.95,90.053,89.805,89.853,6840,10499.4
2010-01-29T15:00:00+09:00,89.853,90.313,89.82,90.145,11594,10762.05
2010-01-29T19:00:00+09:00,90.145,90.824,90.105,90.661,11990,10686.25
2010-01-29T23:00:00+09:00,90.661,90.925,90.226,90.482,19014,10695.1
2010-01-30T03:00:00+09:00,90.482,90.509,90.227,90.263,4730,10419.5
2010-02-01T07:00:00+09:00,90.263,90.383,89.856,90.181,6809,10044.5
2010-02-01T11:00:00+09:00,90.181,90.269,89.991,90.224,6438,10136.4
2010-02-01T15:00:00+09:00,90.224,90.475,90.145,90.319,9366,10240.3
2010-02-01T19:00:00+09:00,90.319,90.379,90.142,90.249,7554,10136.45
2010-02-01T23:00:00+09:00,90.249,90.945,90.242,90.708,13895,10219.8
2010-02-02T03:00:00+09:00,90.708,90.826,90.585,90.586,4523,9902.95
2010-02-02T07:00:00+09:00,90.586,90.915,90.581,90.827,5431,9485.25
2010-02-02T11:00:00+09:00,90.827,90.911,90.585,90.759,7255,9337.75
2010-02-02T15:00:00+09:00,90.759,90.833,90.473,90.656,10356,9478.1
2010-02-02T19:00:00+09:00,90.656,90.819,90.348,90.415,10373,9646.05
2010-02-02T23:00:00+09:00,90.415,90.466,90.265,90.393,10867,9549.8
2010-02-03T03:00:00+09:00,90.393,90.433,90.285,90.367,3633,9114.5
2010-02-03T07:00:00+09:00,90.367,90.564,90.353,90.433,5200,8556
2010-02-03T11:00:00+09:00,90.433,90.523,90.3,90.52,4022,8445.2
2010-02-03T15:00:00+09:00,90.52,90.527,90.076,90.351,10932,8541.1
2010-02-03T19:00:00+09:00,90.351,90.873,90.269,90.759,13865,8892.35
2010-02-03T23:00:00+09:00,90.759,91.28,90.751,91.123,15297,9077.5
2010-02-04T03:00:00+09:00,91.123,91.235,90.932,90.97,5217,8738.85
2010-02-04T07:00:00+09:00,90.97,91.057,90.793,90.923,5888,8082.55
2010-02-04T11:00:00+09:00,90.923,90.937,90.843,90.906,3703,8031.2
2010-02-04T15:00:00+09:00,90.906,91.081,90.722,90.871,10641,8222.8
2010-02-04T19:00:00+09:00,90.871,90.892,90.475,90.604,10670,8434.4
2010-02-04T23:00:00+09:00,90.604,90.717,88.573,89.114,24322,9182.2
2010-02-05T03:00:00+09:00,89.114,89.233,88.862,89,6479,9128.45
2010-02-05T07:00:00+09:00,89,89.742,88.887,89.583,11060,8986.7
2010-02-05T11:00:00+09:00,89.583,89.776,89.51,89.542,6206,9070.85
2010-02-05T15:00:00+09:00,89.542,89.776,89.335,89.435,16437,9621.15
2010-02-05T19:00:00+09:00,89.435,89.89,89.016,89.609,16992,10108
2010-02-05T23:00:00+09:00,89.609,89.686,89.061,89.307,23593,10769.85
2010-02-06T03:00:00+09:00,89.307,89.442,88.821,89.381,8001,10651.25
2010-02-08T07:00:00+09:00,89.381,89.475,89.143,89.266,5448,10380.3
2010-02-08T11:00:00+09:00,89.266,89.403,89.212,89.378,4673,10432.3
2010-02-08T15:00:00+09:00,89.378,89.564,89.24,89.391,11783,10761.45
2010-02-08T19:00:00+09:00,89.391,89.536,89.166,89.357,10702,11095.45
2010-02-08T23:00:00+09:00,89.357,89.422,89.141,89.347,13905,11244.1
2010-02-09T03:00:00+09:00,89.347,89.377,89.195,89.235,4639,10782.8
2010-02-09T07:00:00+09:00,89.235,89.413,89.154,89.323,6022,10319.05
2010-02-09T11:00:00+09:00,89.323,89.492,89.323,89.432,5831,10349.75
2010-02-09T15:00:00+09:00,89.432,89.733,89.389,89.698,11915,10651.1
2010-02-09T19:00:00+09:00,89.698,89.808,89.524,89.604,11508,11041.35
2010-02-09T23:00:00+09:00,89.604,89.76,89.318,89.531,19562,11487.4
2010-02-10T03:00:00+09:00,89.531,89.74,89.462,89.675,4652,11186.5
2010-02-10T07:00:00+09:00,89.675,90.016,89.668,89.786,7865,10363.65
2010-02-10T11:00:00+09:00,89.786,89.834,89.527,89.639,7980,10438.7
2010-02-10T15:00:00+09:00,89.639,89.813,89.562,89.697,10540,10412.7
2010-02-10T19:00:00+09:00,89.697,89.753,89.243,89.43,13385,10771.65
2010-02-10T23:00:00+09:00,89.43,90.05,89.412,89.973,16500,10774.8
2010-02-11T03:00:00+09:00,89.973,90.064,89.864,89.911,6107,10230.55
2010-02-11T07:00:00+09:00,89.911,90.141,89.906,90.032,4047,9253.25
2010-02-11T11:00:00+09:00,90.032,90.052,89.82,89.908,3984,9052.4
2010-02-11T15:00:00+09:00,89.908,90.039,89.839,89.907,8407,9200.35
2010-02-11T19:00:00+09:00,89.907,89.911,89.568,89.756,13026,9618
2010-02-11T23:00:00+09:00,89.756,89.883,89.659,89.792,15574,9807.55
2010-02-12T03:00:00+09:00,89.792,89.823,89.654,89.749,4896,9517.25
2010-02-12T07:00:00+09:00,89.749,89.838,89.594,89.713,6014,9122.7
2010-02-12T11:00:00+09:00,89.713,89.749,89.59,89.743,3171,9049.3
2010-02-12T15:00:00+09:00,89.743,90.354,89.706,89.925,13423,9419.35
2010-02-12T19:00:00+09:00,89.925,90.425,89.606,90.257,17689,10012.25
2010-02-12T23:00:00+09:00,90.257,90.295,89.844,89.942,13896,10111.3
2010-02-13T03:00:00+09:00,89.942,90.053,89.911,89.994,3159,9693.85
2010-02-15T07:00:00+09:00,89.994,90.215,89.98,90.162,3866,8909.05
2010-02-15T11:00:00+09:00,90.162,90.232,90.119,90.124,3314,8842.15
2010-02-15T15:00:00+09:00,90.124,90.203,89.942,89.973,6352,8766.5
2010-02-15T19:00:00+09:00,89.973,90.061,89.912,89.996,5109,8622.95
2010-02-15T23:00:00+09:00,89.996,90.047,89.956,89.972,4097,8300.8
2010-02-16T03:00:00+09:00,89.972,90.019,89.924,89.995,1330,7698.05
2010-02-16T07:00:00+09:00,89.995,90.085,89.959,90.017,3320,7039.05
2010-02-16T11:00:00+09:00,90.017,90.032,89.707,89.817,4467,6957.05
2010-02-16T15:00:00+09:00,89.817,90.023,89.759,89.965,8815,7195.45
2010-02-16T19:00:00+09:00,89.965,90.047,89.826,89.997,7196,7356.05
2010-02-16T23:00:00+09:00,89.997,90.521,89.996,90.234,13375,7604.45
2010-02-17T03:00:00+09:00,90.234,90.238,90.032,90.126,4641,7185.2
2010-02-17T07:00:00+09:00,90.126,90.313,90.12,90.255,4748,6643.9
2010-02-17T11:00:00+09:00,90.255,90.373,90.254,90.303,3390,6568.6
2010-02-17T15:00:00+09:00,90.303,90.642,90.153,90.616,12425,6889.15
2010-02-17T19:00:00+09:00,90.616,91.016,90.513,90.932,10750,7268.1
2010-02-17T23:00:00+09:00,90.932,91.16,90.681,90.802,15684,7381.15
2010-02-18T03:00:00+09:00,90.802,91.381,90.795,91.229,7079,6850.65
2010-02-18T07:00:00+09:00,91.229,91.28,91.007,91.018,6310,6471.35
2010-02-18T11:00:00+09:00,91.018,91.086,90.867,90.913,5622,6594.5
2010-02-18T15:00:00+09:00,90.913,91.061,90.731,90.795,10830,6942.7
2010-02-18T19:00:00+09:00,90.795,90.967,90.566,90.683,9895,7271.75
2010-02-18T23:00:00+09:00,90.683,91.485,90.622,91.288,16553,7781.8
2010-02-19T03:00:00+09:00,91.288,91.821,91.186,91.794,7711,7911.9
2010-02-19T07:00:00+09:00,91.794,92.092,91.725,91.902,8506,8132.35
2010-02-19T11:00:00+09:00,91.902,91.953,91.677,91.843,6089,8370.3
2010-02-19T15:00:00+09:00,91.843,92.054,91.69,91.793,11753,8791.95
2010-02-19T19:00:00+09:00,91.793,91.983,91.614,91.814,10616,9099.4
2010-02-19T23:00:00+09:00,91.814,92.147,91.716,91.878,12312,9274.25
2010-02-20T03:00:00+09:00,91.878,91.9,91.61,91.64,4139,9121.4
2010-02-22T07:00:00+09:00,91.64,91.908,91.428,91.659,6577,8781.5
2010-02-22T11:00:00+09:00,91.659,91.716,91.593,91.692,4100,8754.45
2010-02-22T15:00:00+09:00,91.692,91.723,91.434,91.443,9091,8971.6
2010-02-22T19:00:00+09:00,91.443,91.513,91.171,91.303,9697,9286.95
2010-02-22T23:00:00+09:00,91.303,91.485,91.023,91.174,10401,9185.75
2010-02-23T03:00:00+09:00,91.174,91.278,91.081,91.125,3466,8821.55
2010-02-23T07:00:00+09:00,91.125,91.298,91.084,91.107,4535,8264.1
2010-02-23T11:00:00+09:00,91.107,91.126,90.935,91.073,5365,8178.4
2010-02-23T15:00:00+09:00,91.073,91.133,90.854,90.958,9860,8355.9
2010-02-23T19:00:00+09:00,90.958,91.104,90.566,90.706,12130,8681.3
2010-02-23T23:00:00+09:00,90.706,90.833,90.031,90.273,16626,8971.1
2010-02-24T03:00:00+09:00,90.273,90.273,89.923,90.206,7172,8834.95
2010-02-24T07:00:00+09:00,90.206,90.306,90.091,90.223,4625,8238.55
2010-02-24T11:00:00+09:00,90.223,90.265,90.153,90.254,3752,8040.6
2010-02-24T15:00:00+09:00,90.254,90.362,89.975,90.134,9683,8099.45
2010-02-24T19:00:00+09:00,90.134,90.256,89.946,90.226,9271,8258.55
2010-02-24T23:00:00+09:00,90.226,90.265,89.763,90.132,11542,8248
2010-02-25T03:00:00+09:00,90.132,90.271,90.101,90.126,3007,7867.55
2010-02-25T07:00:00+09:00,90.126,90.321,89.734,89.802,7691,7636.5
2010-02-25T11:00:00+09:00,89.802,89.841,89.465,89.682,9826,7920.85
2010-02-25T15:00:00+09:00,89.682,89.683,89.214,89.348,14897,8336.85
2010-02-25T19:00:00+09:00,89.348,89.512,89.056,89.137,11472,8705.45
2010-02-25T23:00:00+09:00,89.137,89.141,88.804,88.926,16053,9053.55
2010-02-26T03:00:00+09:00,88.926,89.193,88.907,89.067,7122,8924.8
2010-02-26T07:00:00+09:00,89.067,89.505,89.02,89.235,7181,8763.8
2010-02-26T11:00:00+09:00,89.235,89.428,89.225,89.312,5925,8886.75
2010-02-26T15:00:00+09:00,89.312,89.403,89.181,89.249,9422,9131.1
2010-02-26T19:00:00+09:00,89.249,89.335,89.029,89.193,9770,9351.35
2010-02-26T23:00:00+09:00,89.193,89.255,88.744,88.853,13786,9547.65
2010-02-27T03:00:00+09:00,88.853,89.015,88.832,88.843,2846,9083.45
2010-03-01T07:00:00+09:00,88.843,89.137,88.815,89.087,7125,8608.4
2010-03-01T11:00:00+09:00,89.087,89.202,89.043,89.102,4256,8462.6
2010-03-01T15:00:00+09:00,89.102,89.369,89.098,89.266,9379,8700.3
2010-03-01T19:00:00+09:00,89.266,89.37,89.133,89.246,10844,9054.9
2010-03-01T23:00:00+09:00,89.246,89.482,88.986,89.183,12171,9179.3
2010-03-02T03:00:00+09:00,89.183,89.214,89.008,89.115,3776,8904.55
2010-03-02T07:00:00+09:00,89.115,89.312,89.078,89.25,4774,8566.15
2010-03-02T11:00:00+09:00,89.25,89.375,89.215,89.299,4533,8642.45
2010-03-02T15:00:00+09:00,89.299,89.361,88.89,89.026,12324,8874.1
2010-03-02T19:00:00+09:00,89.026,89.242,88.976,89.176,12695,9017.55
2010-03-02T23:00:00+09:00,89.176,89.202,88.929,89.016,12824,8913.9
2010-03-03T03:00:00+09:00,89.016,89.021,88.554,88.839,6647,8672.65
2010-03-03T07:00:00+09:00,88.839,88.849,88.471,88.693,7253,8232.65
2010-03-03T11:00:00+09:00,88.693,88.873,88.625,88.863,5722,8162.65
2010-03-03T15:00:00+09:00,88.863,88.992,88.583,88.731,11693,8388.25
2010-03-03T19:00:00+09:00,88.731,88.905,88.639,88.735,10820,8633
2010-03-03T23:00:00+09:00,88.735,88.875,88.322,88.402,13192,8821.5
2010-03-04T03:00:00+09:00,88.402,88.514,88.354,88.449,4751,8570.55
2010-03-04T07:00:00+09:00,88.449,88.633,88.409,88.454,5225,8142.5
2010-03-04T11:00:00+09:00,88.454,88.525,88.356,88.392,4939,8247.15
2010-03-04T15:00:00+09:00,88.392,88.571,88.137,88.496,12156,8498.7
2010-03-04T19:00:00+09:00,88.496,88.863,88.294,88.796,9043,8738.05
2010-03-04T23:00:00+09:00,88.796,89.213,88.796,89.111,14741,9006.15
2010-03-05T03:00:00+09:00,89.111,89.259,89.004,89.006,2840,8605.95
2010-03-05T07:00:00+09:00,89.006,89.355,88.974,89.314,5714,8283.1
2010-03-05T11:00:00+09:00,89.314,89.329,89.176,89.287,3400,8264.3
2010-03-05T15:00:00+09:00,89.287,89.442,89.2,89.231,8368,8444
2010-03-05T19:00:00+09:00,89.231,90.279,89.226,90.142,9882,8711.45
2010-03-05T23:00:00+09:00,90.142,90.591,89.985,90.404,11328,8661.65
2010-03-06T03:00:00+09:00,90.404,90.457,90.303,90.341,1826,8118.2
2010-03-08T07:00:00+09:00,90.341,90.681,90.341,90.407,7866,7870.3
2010-03-08T11:00:00+09:00,90.407,90.463,90.343,90.442,4198,7747.85
2010-03-08T15:00:00+09:00,90.442,90.482,90.185,90.215,7192,7744.8
2010-03-08T19:00:00+09:00,90.215,90.445,90.151,90.302,5367,7727.05
2010-03-08T23:00:00+09:00,90.302,90.492,90.221,90.363,9888,7636.8
2010-03-09T03:00:00+09:00,90.363,90.402,90.242,90.297,3275,7259.55
2010-03-09T07:00:00+09:00,90.297,90.33,89.985,90.043,6782,6939.05
2010-03-09T11:00:00+09:00,90.043,90.053,89.875,89.994,6437,7023.35
2010-03-09T15:00:00+09:00,89.994,90.104,89.632,89.742,13748,7449.5
2010-03-09T19:00:00+09:00,89.742,89.872,89.675,89.764,10718,7738.45
2010-03-09T23:00:00+09:00,89.764,89.969,89.757,89.932,13027,7782
2010-03-10T03:00:00+09:00,89.932,90.044,89.886,89.944,5353,7597.5
2010-03-10T07:00:00+09:00,89.944,90.083,89.841,90.02,4713,7096.1
2010-03-10T11:00:00+09:00,90.02,90.104,89.965,90.103,3300,7119.1
2010-03-10T15:00:00+09:00,90.103,90.394,89.941,90.304,11157,7391.25
2010-03-10T19:00:00+09:00,90.304,90.512,90.288,90.396,9930,7717.75
2010-03-10T23:00:00+09:00,90.396,90.822,90.392,90.543,17758,8187.25
2010-03-11T03:00:00+09:00,90.543,90.591,90.472,90.487,5811,7983.7
2010-03-11T07:00:00+09:00,90.487,90.551,90.386,90.419,4090,7621.8
2010-03-11T11:00:00+09:00,90.419,90.429,90.203,90.384,5726,7816.8
2010-03-11T15:00:00+09:00,90.384,90.535,90.322,90.518,7932,7820.1
2010-03-11T19:00:00+09:00,90.518,90.713,90.324,90.513,9673,8093.85
2010-03-11T23:00:00+09:00,90.513,90.623,90.352,90.553,11179,8293.2
2010-03-12T03:00:00+09:00,90.553,90.65,90.464,90.49,4724,8261.05
2010-03-12T07:00:00+09:00,90.49,90.746,90.474,90.608,6031,8068.2
2010-03-12T11:00:00+09:00,90.608,90.678,90.564,90.634,4201,8114.5
2010-03-12T15:00:00+09:00,90.634,90.69,90.283,90.303,9707,8260.75
2010-03-12T19:00:00+09:00,90.303,90.982,90.171,90.947,13668,8622.3
2010-03-12T23:00:00+09:00,90.947,91.087,90.295,90.433,16785,8774.15
2010-03-13T03:00:00+09:00,90.433,90.553,90.428,90.453,3285,8402.5
2010-03-15T06:00:00+09:00,90.453,90.802,90.453,90.672,5751,8038.7
2010-03-15T10:00:00+09:00,90.672,90.727,90.552,90.602,3891,7965.6
2010-03-15T14:00:00+09:00,90.602,90.781,90.572,90.668,5123,7986.1
2010-03-15T18:00:00+09:00,90.668,90.795,90.626,90.671,4781,8060.15
2010-03-15T22:00:00+09:00,90.671,90.762,90.365,90.505,6901,7847.35
2010-03-16T02:00:00+09:00,90.505,90.54,90.352,90.485,2203,7461
2010-03-16T06:00:00+09:00,90.485,90.492,90.132,90.237,6466,6896.4
2010-03-16T10:00:00+09:00,90.237,90.292,89.99,90.093,5558,6883.75
2010-03-16T14:00:00+09:00,90.093,90.592,90.082,90.578,9379,7148.2
2010-03-16T18:00:00+09:00,90.578,90.734,90.271,90.312,7179,7220.85
2010-03-16T22:00:00+09:00,90.312,90.592,90.245,90.576,6483,7148.4
2010-03-17T02:00:00+09:00,90.576,90.703,90.156,90.285,6118,6970.65
2010-03-17T06:00:00+09:00,90.285,90.451,90.215,90.387,3897,6606.55
2010-03-17T10:00:00+09:00,90.387,90.672,90.028,90.604,10067,6873.7
2010-03-17T14:00:00+09:00,90.604,90.714,90.383,90.611,15872,7365.75
2010-03-17T18:00:00+09:00,90.611,90.652,90.371,90.532,12095,7760.45
2010-03-17T22:00:00+09:00,90.532,90.552,90.127,90.141,10969,7823.55
2010-03-18T02:00:00+09:00,90.141,90.343,90.113,90.308,3803,7330.3
2010-03-18T06:00:00+09:00,90.308,90.451,90.188,90.238,5810,6781.55
2010-03-18T10:00:00+09:00,90.238,90.304,90.105,90.127,6973,6965.95
2010-03-18T14:00:00+09:00,90.127,90.332,89.756,90.122,14009,7378.85
2010-03-18T18:00:00+09:00,90.122,90.338,90.043,90.278,10155,7692.05
2010-03-18T22:00:00+09:00,90.278,90.803,90.163,90.222,14189,8145.35
2010-03-19T02:00:00+09:00,90.222,90.461,90.205,90.357,3101,8061.35
2010-03-19T06:00:00+09:00,90.357,90.6,90.338,90.445,5835,8008.05
2010-03-19T10:00:00+09:00,90.445,90.512,90.395,90.485,3584,8077.1
2010-03-19T14:00:00+09:00,90.485,90.553,90.396,90.461,7138,8110.7
2010-03-19T18:00:00+09:00,90.461,90.716,90.403,90.574,9611,8313.35
2010-03-19T22:00:00+09:00,90.574,90.632,90.336,90.345,9383,8313.55
2010-03-20T02:00:00+09:00,90.345,90.563,90.345,90.551,1999,8054.55
2010-03-22T06:00:00+09:00,90.551,90.58,90.419,90.478,1736,7817.2
2010-03-22T10:00:00+09:00,90.478,90.522,90.415,90.492,2385,7630.55
2010-03-22T14:00:00+09:00,90.492,90.773,90.453,90.524,6952,7783.3
2010-03-22T18:00:00+09:00,90.524,90.626,90.404,90.462,7113,7635.6
2010-03-22T22:00:00+09:00,90.462,90.463,89.831,90.047,14468,7565.4
2010-03-23T02:00:00+09:00,90.047,90.205,89.956,90.116,4002,7160.75
2010-03-23T06:00:00+09:00,90.116,90.381,90.058,90.25,4933,6858.95
2010-03-23T10:00:00+09:00,90.25,90.367,90.245,90.285,4604,6899
2010-03-23T14:00:00+09:00,90.285,90.357,90.13,90.273,7090,6963
2010-03-23T18:00:00+09:00,90.273,90.467,90.252,90.307,8548,7041.75
2010-03-23T22:00:00+09:00,90.307,90.476,90.191,90.249,12523,6967.45
